mRNA	microRNA	lncRNA
DSG2	hsa-miR-30c-5p	EPB41L4A-AS1
DSN1	hsa-miR-30a-5p	EPB41L4A-AS1
DSN1	hsa-miR-30d-5p	EPB41L4A-AS1
DUSP11	hsa-miR-30b-5p	EPB41L4A-AS1
DUSP18	hsa-miR-93-5p	EPB41L4A-AS1
DYRK2	hsa-miR-15a-5p	EPB41L4A-AS1
E2F7	hsa-miR-195-5p	EPB41L4A-AS1
E2F7	hsa-miR-30b-5p	EPB41L4A-AS1
E2F7	hsa-miR-30d-5p	EPB41L4A-AS1
E2F7	hsa-miR-497-5p	EPB41L4A-AS1
EAF1	hsa-miR-30c-5p	EPB41L4A-AS1
EDA2R	hsa-miR-106b-5p	EPB41L4A-AS1
EDA2R	hsa-miR-93-5p	EPB41L4A-AS1
EDNRA	hsa-miR-106b-5p	EPB41L4A-AS1
EED	hsa-miR-30a-5p	EPB41L4A-AS1
EED	hsa-miR-30b-5p	EPB41L4A-AS1
EED	hsa-miR-30d-5p	EPB41L4A-AS1
EED	hsa-miR-497-5p	EPB41L4A-AS1
EFTUD2	hsa-miR-195-5p	EPB41L4A-AS1
EFTUD2	hsa-miR-497-5p	EPB41L4A-AS1
EHBP1	hsa-miR-195-5p	EPB41L4A-AS1
EHBP1	hsa-miR-30b-5p	EPB41L4A-AS1
EHBP1	hsa-miR-30c-5p	EPB41L4A-AS1
EHBP1	hsa-miR-30d-5p	EPB41L4A-AS1
EIF2B1	hsa-miR-30a-5p	EPB41L4A-AS1
EIF2B1	hsa-miR-30d-5p	EPB41L4A-AS1
EIF2C2	hsa-miR-195-5p	EPB41L4A-AS1
EIF2C2	hsa-miR-30a-5p	EPB41L4A-AS1
EIF2C2	hsa-miR-30c-5p	EPB41L4A-AS1
EMB	hsa-miR-106a-5p	EPB41L4A-AS1
EMB	hsa-miR-17-5p	EPB41L4A-AS1
EMB	hsa-miR-20a-5p	EPB41L4A-AS1
EMB	hsa-miR-20b-5p	EPB41L4A-AS1
ENOX2	hsa-miR-30b-5p	EPB41L4A-AS1
ENPP5	hsa-miR-17-5p	EPB41L4A-AS1
ENPP5	hsa-miR-20a-5p	EPB41L4A-AS1
EPS8	hsa-miR-106b-5p	EPB41L4A-AS1
ERAP1	hsa-miR-93-5p	EPB41L4A-AS1
ERBB3	hsa-miR-93-5p	EPB41L4A-AS1
ERG	hsa-miR-106a-5p	EPB41L4A-AS1
ERG	hsa-miR-17-5p	EPB41L4A-AS1
ERG	hsa-miR-93-5p	EPB41L4A-AS1
ESCO2	hsa-miR-30a-5p	EPB41L4A-AS1
ESCO2	hsa-miR-30b-5p	EPB41L4A-AS1
ESCO2	hsa-miR-30c-5p	EPB41L4A-AS1
ESCO2	hsa-miR-30d-5p	EPB41L4A-AS1
ESCO2	hsa-miR-30e-5p	EPB41L4A-AS1
ETV1	hsa-miR-106a-5p	EPB41L4A-AS1
ETV1	hsa-miR-106b-5p	EPB41L4A-AS1
ETV1	hsa-miR-17-5p	EPB41L4A-AS1
ETV1	hsa-miR-20a-5p	EPB41L4A-AS1
ETV1	hsa-miR-93-5p	EPB41L4A-AS1
FAM13C	hsa-miR-106b-5p	EPB41L4A-AS1
FAM199X	hsa-miR-30b-5p	EPB41L4A-AS1
FAM199X	hsa-miR-30c-5p	EPB41L4A-AS1
FAM73A	hsa-miR-15a-5p	EPB41L4A-AS1
FAM82A2	hsa-miR-106b-5p	EPB41L4A-AS1
FAM91A1	hsa-miR-30c-5p	EPB41L4A-AS1
FANCI	hsa-miR-195-5p	EPB41L4A-AS1
FANCI	hsa-miR-30b-5p	EPB41L4A-AS1
FANCI	hsa-miR-497-5p	EPB41L4A-AS1
FANCL	hsa-miR-30d-5p	EPB41L4A-AS1
FAS	hsa-miR-106a-5p	EPB41L4A-AS1
FAS	hsa-miR-17-5p	EPB41L4A-AS1
FAS	hsa-miR-20a-5p	EPB41L4A-AS1
FAT4	hsa-miR-106a-5p	EPB41L4A-AS1
FAT4	hsa-miR-106b-5p	EPB41L4A-AS1
FAT4	hsa-miR-17-5p	EPB41L4A-AS1
FAT4	hsa-miR-20b-5p	EPB41L4A-AS1
FAT4	hsa-miR-93-5p	EPB41L4A-AS1
FBXL3	hsa-miR-93-5p	EPB41L4A-AS1
FBXL7	hsa-miR-106b-5p	EPB41L4A-AS1
FBXO45	hsa-miR-30a-5p	EPB41L4A-AS1
FBXO45	hsa-miR-30b-5p	EPB41L4A-AS1
FBXO45	hsa-miR-30c-5p	EPB41L4A-AS1
FBXO45	hsa-miR-30d-5p	EPB41L4A-AS1
FBXW11	hsa-miR-17-5p	EPB41L4A-AS1
FBXW11	hsa-miR-93-5p	EPB41L4A-AS1
FCHO2	hsa-miR-106a-5p	EPB41L4A-AS1
FCHO2	hsa-miR-106b-5p	EPB41L4A-AS1
FCHO2	hsa-miR-17-5p	EPB41L4A-AS1
FCHO2	hsa-miR-20b-5p	EPB41L4A-AS1
FCHO2	hsa-miR-93-5p	EPB41L4A-AS1
FEM1B	hsa-miR-15a-5p	EPB41L4A-AS1
FEM1C	hsa-miR-17-5p	EPB41L4A-AS1
FEM1C	hsa-miR-93-5p	EPB41L4A-AS1
FGL2	hsa-miR-106b-5p	EPB41L4A-AS1
FIBIN	hsa-miR-106b-5p	EPB41L4A-AS1
FIP1L1	hsa-miR-30d-5p	EPB41L4A-AS1
FKBP3	hsa-miR-30a-5p	EPB41L4A-AS1
FLJ36031	hsa-miR-30d-5p	EPB41L4A-AS1
FMNL3	hsa-miR-106b-5p	EPB41L4A-AS1
FNIP2	hsa-miR-106a-5p	EPB41L4A-AS1
FNIP2	hsa-miR-106b-5p	EPB41L4A-AS1
FNIP2	hsa-miR-17-5p	EPB41L4A-AS1
FOXA1	hsa-miR-30a-5p	EPB41L4A-AS1
FOXF1	hsa-miR-106b-5p	EPB41L4A-AS1
FRY	hsa-miR-424-5p	EPB41L4A-AS1
FYCO1	hsa-miR-106a-5p	EPB41L4A-AS1
FYCO1	hsa-miR-106b-5p	EPB41L4A-AS1
FYCO1	hsa-miR-17-5p	EPB41L4A-AS1
FYCO1	hsa-miR-20a-5p	EPB41L4A-AS1
FYCO1	hsa-miR-20b-5p	EPB41L4A-AS1
FYCO1	hsa-miR-93-5p	EPB41L4A-AS1
GALNT10	hsa-miR-106a-5p	EPB41L4A-AS1
GALNT10	hsa-miR-106b-5p	EPB41L4A-AS1
GALNT10	hsa-miR-17-5p	EPB41L4A-AS1
GALNT10	hsa-miR-20a-5p	EPB41L4A-AS1
GALNT10	hsa-miR-93-5p	EPB41L4A-AS1
GANC	hsa-miR-106b-5p	EPB41L4A-AS1
GANC	hsa-miR-20b-5p	EPB41L4A-AS1
GCLC	hsa-miR-30d-5p	EPB41L4A-AS1
GCNT4	hsa-miR-106b-5p	EPB41L4A-AS1
GIT2	hsa-miR-106b-5p	EPB41L4A-AS1
GNA13	hsa-miR-30b-5p	EPB41L4A-AS1
GNA13	hsa-miR-30c-5p	EPB41L4A-AS1
GOLM1	hsa-miR-146b-5p	EPB41L4A-AS1
GOLT1B	hsa-miR-195-5p	EPB41L4A-AS1
GOLT1B	hsa-miR-30b-5p	EPB41L4A-AS1
GOLT1B	hsa-miR-30c-5p	EPB41L4A-AS1
GOLT1B	hsa-miR-30d-5p	EPB41L4A-AS1
GOLT1B	hsa-miR-497-5p	EPB41L4A-AS1
GPN3	hsa-miR-497-5p	EPB41L4A-AS1
GPR133	hsa-miR-93-5p	EPB41L4A-AS1
GPR180	hsa-miR-30d-5p	EPB41L4A-AS1
GSG2	hsa-miR-30a-5p	EPB41L4A-AS1
GSG2	hsa-miR-30b-5p	EPB41L4A-AS1
GSG2	hsa-miR-30d-5p	EPB41L4A-AS1
GSTCD	hsa-miR-497-5p	EPB41L4A-AS1
GTF2E2	hsa-miR-30d-5p	EPB41L4A-AS1
GUCY1A3	hsa-miR-106b-5p	EPB41L4A-AS1
HBP1	hsa-miR-106a-5p	EPB41L4A-AS1
HBP1	hsa-miR-20b-5p	EPB41L4A-AS1
HELLS	hsa-miR-195-5p	EPB41L4A-AS1
HELLS	hsa-miR-30a-5p	EPB41L4A-AS1
HELLS	hsa-miR-30b-5p	EPB41L4A-AS1
HELLS	hsa-miR-30c-5p	EPB41L4A-AS1
HELLS	hsa-miR-30d-5p	EPB41L4A-AS1
HELLS	hsa-miR-497-5p	EPB41L4A-AS1
HMGA1	hsa-miR-195-5p	EPB41L4A-AS1
HSD17B11	hsa-miR-106a-5p	EPB41L4A-AS1
HSD17B11	hsa-miR-106b-5p	EPB41L4A-AS1
HSD17B11	hsa-miR-20b-5p	EPB41L4A-AS1
HSD17B11	hsa-miR-93-5p	EPB41L4A-AS1
HSPD1	hsa-miR-30a-5p	EPB41L4A-AS1
HSPD1	hsa-miR-30c-5p	EPB41L4A-AS1
HSPD1	hsa-miR-30d-5p	EPB41L4A-AS1
HSPD1	hsa-miR-30e-5p	EPB41L4A-AS1
IFIT5	hsa-miR-17-5p	EPB41L4A-AS1
IFNAR2	hsa-miR-106b-5p	EPB41L4A-AS1
IFNAR2	hsa-miR-17-5p	EPB41L4A-AS1
IFNAR2	hsa-miR-20a-5p	EPB41L4A-AS1
IGF1R	hsa-miR-146b-5p	EPB41L4A-AS1
IGFBP7	hsa-miR-106a-5p	EPB41L4A-AS1
IGFBP7	hsa-miR-106b-5p	EPB41L4A-AS1
IGFBP7	hsa-miR-93-5p	EPB41L4A-AS1
IKBIP	hsa-miR-30d-5p	EPB41L4A-AS1
ILDR1	hsa-miR-17-5p	EPB41L4A-AS1
INCENP	hsa-miR-30a-5p	EPB41L4A-AS1
INCENP	hsa-miR-30b-5p	EPB41L4A-AS1
INCENP	hsa-miR-30c-5p	EPB41L4A-AS1
INCENP	hsa-miR-30d-5p	EPB41L4A-AS1
INTS2	hsa-miR-30b-5p	EPB41L4A-AS1
IQGAP1	hsa-miR-106a-5p	EPB41L4A-AS1
IQGAP1	hsa-miR-106b-5p	EPB41L4A-AS1
IQGAP1	hsa-miR-17-5p	EPB41L4A-AS1
IQGAP1	hsa-miR-20a-5p	EPB41L4A-AS1
IQGAP1	hsa-miR-20b-5p	EPB41L4A-AS1
IQGAP1	hsa-miR-93-5p	EPB41L4A-AS1
IQGAP3	hsa-miR-195-5p	EPB41L4A-AS1
IQSEC1	hsa-miR-106a-5p	EPB41L4A-AS1
IQSEC1	hsa-miR-106b-5p	EPB41L4A-AS1
IQSEC1	hsa-miR-17-5p	EPB41L4A-AS1
IQSEC2	hsa-miR-17-5p	EPB41L4A-AS1
IQSEC2	hsa-miR-20a-5p	EPB41L4A-AS1
IRF8	hsa-miR-106b-5p	EPB41L4A-AS1
IRS2	hsa-miR-146b-5p	EPB41L4A-AS1
ITFG1	hsa-miR-106b-5p	EPB41L4A-AS1
ITGA1	hsa-miR-106b-5p	EPB41L4A-AS1
ITGA4	hsa-miR-106b-5p	EPB41L4A-AS1
ITGB1	hsa-miR-146b-5p	EPB41L4A-AS1
ITGBL1	hsa-miR-15a-5p	EPB41L4A-AS1
ITGBL1	hsa-miR-15b-5p	EPB41L4A-AS1
ITGBL1	hsa-miR-16-5p	EPB41L4A-AS1
JAK1	hsa-miR-106a-5p	EPB41L4A-AS1
JAK1	hsa-miR-106b-5p	EPB41L4A-AS1
JAK1	hsa-miR-17-5p	EPB41L4A-AS1
KCNK1	hsa-miR-93-5p	EPB41L4A-AS1
KCTD3	hsa-miR-146b-5p	EPB41L4A-AS1
KHDRBS1	hsa-miR-30d-5p	EPB41L4A-AS1
KIAA0101	hsa-miR-30a-5p	EPB41L4A-AS1
KIAA0101	hsa-miR-30b-5p	EPB41L4A-AS1
KIAA0101	hsa-miR-30d-5p	EPB41L4A-AS1
KIAA0101	hsa-miR-497-5p	EPB41L4A-AS1
KIAA0494	hsa-miR-106a-5p	EPB41L4A-AS1
KIAA0494	hsa-miR-106b-5p	EPB41L4A-AS1
KIAA0494	hsa-miR-17-5p	EPB41L4A-AS1
KIAA0494	hsa-miR-20a-5p	EPB41L4A-AS1
KIAA0494	hsa-miR-20b-5p	EPB41L4A-AS1
KIAA0494	hsa-miR-93-5p	EPB41L4A-AS1
KIAA0513	hsa-miR-106b-5p	EPB41L4A-AS1
KIAA0513	hsa-miR-17-5p	EPB41L4A-AS1
KIAA1191	hsa-miR-17-5p	EPB41L4A-AS1
KIAA1191	hsa-miR-20a-5p	EPB41L4A-AS1
KIAA1191	hsa-miR-93-5p	EPB41L4A-AS1
KIAA1715	hsa-miR-30c-5p	EPB41L4A-AS1
KIF11	hsa-miR-30a-5p	EPB41L4A-AS1
KIF11	hsa-miR-30b-5p	EPB41L4A-AS1
KIF11	hsa-miR-30c-5p	EPB41L4A-AS1
KIF11	hsa-miR-30d-5p	EPB41L4A-AS1
KIF11	hsa-miR-30e-5p	EPB41L4A-AS1
KIF13A	hsa-miR-106a-5p	EPB41L4A-AS1
KIF13A	hsa-miR-106b-5p	EPB41L4A-AS1
KIF18B	hsa-miR-195-5p	EPB41L4A-AS1
KIF18B	hsa-miR-497-5p	EPB41L4A-AS1
KIF23	hsa-miR-195-5p	EPB41L4A-AS1
KIF23	hsa-miR-497-5p	EPB41L4A-AS1
KIF2C	hsa-miR-195-5p	EPB41L4A-AS1
KIF2C	hsa-miR-30a-5p	EPB41L4A-AS1
KIF2C	hsa-miR-30d-5p	EPB41L4A-AS1
KIF3B	hsa-miR-15a-5p	EPB41L4A-AS1
KIF5B	hsa-miR-30c-5p	EPB41L4A-AS1
KLHL20	hsa-miR-106b-5p	EPB41L4A-AS1
LAPTM4A	hsa-miR-106b-5p	EPB41L4A-AS1
LAPTM4A	hsa-miR-17-5p	EPB41L4A-AS1
LAPTM4A	hsa-miR-93-5p	EPB41L4A-AS1
LARP1	hsa-miR-30c-5p	EPB41L4A-AS1
LATS2	hsa-miR-106b-5p	EPB41L4A-AS1
LATS2	hsa-miR-93-5p	EPB41L4A-AS1
LCLAT1	hsa-miR-30c-5p	EPB41L4A-AS1
LCOR	hsa-miR-30c-5p	EPB41L4A-AS1
LDHA	hsa-miR-30d-5p	EPB41L4A-AS1
LEPROT	hsa-miR-106a-5p	EPB41L4A-AS1
LEPROT	hsa-miR-106b-5p	EPB41L4A-AS1
LEPROT	hsa-miR-17-5p	EPB41L4A-AS1
LEPROT	hsa-miR-20a-5p	EPB41L4A-AS1
LRPPRC	hsa-miR-497-5p	EPB41L4A-AS1
LRRC42	hsa-miR-30d-5p	EPB41L4A-AS1
LRRK1	hsa-miR-106b-5p	EPB41L4A-AS1
LTBP2	hsa-miR-106a-5p	EPB41L4A-AS1
LTBP2	hsa-miR-106b-5p	EPB41L4A-AS1
LTBP2	hsa-miR-17-5p	EPB41L4A-AS1
LTBP2	hsa-miR-20a-5p	EPB41L4A-AS1
LTBP2	hsa-miR-20b-5p	EPB41L4A-AS1
LTBP2	hsa-miR-93-5p	EPB41L4A-AS1
LUM	hsa-miR-106a-5p	EPB41L4A-AS1
LUM	hsa-miR-106b-5p	EPB41L4A-AS1
LUM	hsa-miR-17-5p	EPB41L4A-AS1
LUM	hsa-miR-20a-5p	EPB41L4A-AS1
LUM	hsa-miR-93-5p	EPB41L4A-AS1
LYSMD1	hsa-miR-30a-5p	EPB41L4A-AS1
LYST	hsa-miR-106b-5p	EPB41L4A-AS1
LYST	hsa-miR-17-5p	EPB41L4A-AS1
MAGI3	hsa-miR-17-5p	EPB41L4A-AS1
MAGI3	hsa-miR-20b-5p	EPB41L4A-AS1
MAN1A2	hsa-miR-30c-5p	EPB41L4A-AS1
MAN1C1	hsa-miR-106b-5p	EPB41L4A-AS1
MAP3K2	hsa-miR-30c-5p	EPB41L4A-AS1
MAP3K3	hsa-miR-106b-5p	EPB41L4A-AS1
MAPK6	hsa-miR-30b-5p	EPB41L4A-AS1
MAPK6	hsa-miR-30c-5p	EPB41L4A-AS1
MAPK6	hsa-miR-30d-5p	EPB41L4A-AS1
MAPK8	hsa-miR-195-5p	EPB41L4A-AS1
MAPK9	hsa-miR-17-5p	EPB41L4A-AS1
MAPKAPK5	hsa-miR-497-5p	EPB41L4A-AS1
MAPRE1	hsa-miR-30c-5p	EPB41L4A-AS1
MAPRE1	hsa-miR-30d-5p	EPB41L4A-AS1
MAPRE3	hsa-miR-17-5p	EPB41L4A-AS1
MARCKS	hsa-miR-30b-5p	EPB41L4A-AS1
MARCKS	hsa-miR-30d-5p	EPB41L4A-AS1
MAST3	hsa-miR-106b-5p	EPB41L4A-AS1
MAT2B	hsa-miR-93-5p	EPB41L4A-AS1
MATN3	hsa-miR-106a-5p	EPB41L4A-AS1
MATN3	hsa-miR-106b-5p	EPB41L4A-AS1
MATN3	hsa-miR-17-5p	EPB41L4A-AS1
MATN3	hsa-miR-93-5p	EPB41L4A-AS1
MBNL1	hsa-miR-17-5p	EPB41L4A-AS1
MBNL1	hsa-miR-20b-5p	EPB41L4A-AS1
MBNL2	hsa-miR-93-5p	EPB41L4A-AS1
MBP	hsa-miR-106a-5p	EPB41L4A-AS1
MCC	hsa-miR-106b-5p	EPB41L4A-AS1
MCM2	hsa-miR-30a-5p	EPB41L4A-AS1
MCM2	hsa-miR-30b-5p	EPB41L4A-AS1
MCM2	hsa-miR-30d-5p	EPB41L4A-AS1
MDFIC	hsa-miR-17-5p	EPB41L4A-AS1
MDFIC	hsa-miR-20a-5p	EPB41L4A-AS1
MESDC2	hsa-miR-30b-5p	EPB41L4A-AS1
MESDC2	hsa-miR-30c-5p	EPB41L4A-AS1
MFSD6	hsa-miR-146b-5p	EPB41L4A-AS1
MGLL	hsa-miR-106a-5p	EPB41L4A-AS1
MGLL	hsa-miR-106b-5p	EPB41L4A-AS1
MGLL	hsa-miR-17-5p	EPB41L4A-AS1
MGLL	hsa-miR-20a-5p	EPB41L4A-AS1
MGLL	hsa-miR-20b-5p	EPB41L4A-AS1
MGLL	hsa-miR-93-5p	EPB41L4A-AS1
MICAL2	hsa-miR-17-5p	EPB41L4A-AS1
MMD	hsa-miR-30d-5p	EPB41L4A-AS1
MMP2	hsa-miR-106b-5p	EPB41L4A-AS1
MOSC2	hsa-miR-106b-5p	EPB41L4A-AS1
MPHOSPH6	hsa-miR-30d-5p	EPB41L4A-AS1
MRPS22	hsa-miR-30d-5p	EPB41L4A-AS1
MRPS36	hsa-miR-93-5p	EPB41L4A-AS1
MSL1	hsa-miR-195-5p	EPB41L4A-AS1
MTDH	hsa-miR-30c-5p	EPB41L4A-AS1
MTHFD1L	hsa-miR-30d-5p	EPB41L4A-AS1
MTPAP	hsa-miR-30a-5p	EPB41L4A-AS1
MYBL1	hsa-miR-30a-5p	EPB41L4A-AS1
MYBL2	hsa-miR-30a-5p	EPB41L4A-AS1
MYBL2	hsa-miR-30b-5p	EPB41L4A-AS1
MYBL2	hsa-miR-30d-5p	EPB41L4A-AS1
MYLK	hsa-miR-106a-5p	EPB41L4A-AS1
MYLK	hsa-miR-106b-5p	EPB41L4A-AS1
MYLK	hsa-miR-17-5p	EPB41L4A-AS1
MYO1D	hsa-miR-20a-5p	EPB41L4A-AS1
MYST3	hsa-miR-30c-5p	EPB41L4A-AS1
N4BP1	hsa-miR-106b-5p	EPB41L4A-AS1
N4BP1	hsa-miR-17-5p	EPB41L4A-AS1
N4BP2	hsa-miR-30c-5p	EPB41L4A-AS1
NAA25	hsa-miR-30a-5p	EPB41L4A-AS1
NAA25	hsa-miR-497-5p	EPB41L4A-AS1
NAV1	hsa-miR-30a-5p	EPB41L4A-AS1
NBEAL1	hsa-miR-106b-5p	EPB41L4A-AS1
NBL1	hsa-miR-106b-5p	EPB41L4A-AS1
NBR1	hsa-miR-93-5p	EPB41L4A-AS1
NCEH1	hsa-miR-17-5p	EPB41L4A-AS1
NCEH1	hsa-miR-20a-5p	EPB41L4A-AS1
NCKAP1	hsa-miR-30c-5p	EPB41L4A-AS1
NCS1	hsa-miR-30d-5p	EPB41L4A-AS1
NDUFA12	hsa-miR-30a-5p	EPB41L4A-AS1
NEO1	hsa-miR-15a-5p	EPB41L4A-AS1
NFIC	hsa-miR-106a-5p	EPB41L4A-AS1
NFIC	hsa-miR-106b-5p	EPB41L4A-AS1
NFIC	hsa-miR-17-5p	EPB41L4A-AS1
NFIC	hsa-miR-20a-5p	EPB41L4A-AS1
NFIC	hsa-miR-20b-5p	EPB41L4A-AS1
NFIC	hsa-miR-93-5p	EPB41L4A-AS1
NMD3	hsa-miR-30b-5p	EPB41L4A-AS1
NMD3	hsa-miR-30c-5p	EPB41L4A-AS1
NMD3	hsa-miR-30d-5p	EPB41L4A-AS1
NR3C2	hsa-miR-93-5p	EPB41L4A-AS1
NRBP1	hsa-miR-30d-5p	EPB41L4A-AS1
NRBP1	hsa-miR-30e-5p	EPB41L4A-AS1
NSF	hsa-miR-30c-5p	EPB41L4A-AS1
OCRL	hsa-miR-195-5p	EPB41L4A-AS1
OCRL	hsa-miR-497-5p	EPB41L4A-AS1
OIP5	hsa-miR-195-5p	EPB41L4A-AS1
OIP5	hsa-miR-497-5p	EPB41L4A-AS1
OSMR	hsa-miR-106a-5p	EPB41L4A-AS1
OSMR	hsa-miR-17-5p	EPB41L4A-AS1
OSMR	hsa-miR-20a-5p	EPB41L4A-AS1
OTX1	hsa-miR-195-5p	EPB41L4A-AS1
PA2G4	hsa-miR-497-5p	EPB41L4A-AS1
PAFAH1B2	hsa-miR-15a-5p	EPB41L4A-AS1
PAFAH1B2	hsa-miR-30b-5p	EPB41L4A-AS1
PAFAH1B2	hsa-miR-30c-5p	EPB41L4A-AS1
PAFAH2	hsa-miR-17-5p	EPB41L4A-AS1
PAM	hsa-miR-106b-5p	EPB41L4A-AS1
PAM	hsa-miR-17-5p	EPB41L4A-AS1
PAM	hsa-miR-93-5p	EPB41L4A-AS1
PAPOLA	hsa-miR-30a-5p	EPB41L4A-AS1
PAPOLA	hsa-miR-30c-5p	EPB41L4A-AS1
PARD6B	hsa-miR-20b-5p	EPB41L4A-AS1
PAWR	hsa-miR-30c-5p	EPB41L4A-AS1
PAX9	hsa-miR-30a-5p	EPB41L4A-AS1
PCBP2	hsa-miR-497-5p	EPB41L4A-AS1
PCGF5	hsa-miR-15a-5p	EPB41L4A-AS1
PCGF5	hsa-miR-424-5p	EPB41L4A-AS1
PCNA	hsa-miR-30d-5p	EPB41L4A-AS1
PDAP1	hsa-miR-30d-5p	EPB41L4A-AS1
PDCD10	hsa-miR-30d-5p	EPB41L4A-AS1
PDGFRB	hsa-miR-106b-5p	EPB41L4A-AS1
PDK1	hsa-miR-30d-5p	EPB41L4A-AS1
PFDN4	hsa-miR-30d-5p	EPB41L4A-AS1
PFKFB4	hsa-miR-195-5p	EPB41L4A-AS1
PFN2	hsa-miR-30d-5p	EPB41L4A-AS1
PFN2	hsa-miR-30e-5p	EPB41L4A-AS1
PIGX	hsa-miR-30a-5p	EPB41L4A-AS1
PIK3R1	hsa-miR-106b-5p	EPB41L4A-AS1
PIK3R1	hsa-miR-17-5p	EPB41L4A-AS1
PKD2	hsa-miR-106b-5p	EPB41L4A-AS1
PLEKHM1	hsa-miR-106b-5p	EPB41L4A-AS1
PLEKHO2	hsa-miR-106b-5p	EPB41L4A-AS1
PLIN3	hsa-miR-30d-5p	EPB41L4A-AS1
PLS1	hsa-miR-106a-5p	EPB41L4A-AS1
PLS1	hsa-miR-20a-5p	EPB41L4A-AS1
PLSCR4	hsa-miR-106b-5p	EPB41L4A-AS1
PLSCR4	hsa-miR-93-5p	EPB41L4A-AS1
PLXNC1	hsa-miR-106b-5p	EPB41L4A-AS1
PMP22	hsa-miR-106b-5p	EPB41L4A-AS1
PMP22	hsa-miR-93-5p	EPB41L4A-AS1
POLQ	hsa-miR-195-5p	EPB41L4A-AS1
POLQ	hsa-miR-497-5p	EPB41L4A-AS1
POLR1A	hsa-miR-195-5p	EPB41L4A-AS1
POU2F1	hsa-miR-15a-5p	EPB41L4A-AS1
PPAP2B	hsa-miR-93-5p	EPB41L4A-AS1
PPHLN1	hsa-miR-30d-5p	EPB41L4A-AS1
PPID	hsa-miR-30d-5p	EPB41L4A-AS1
PPM1L	hsa-miR-146b-5p	EPB41L4A-AS1
PPP1R12A	hsa-miR-30b-5p	EPB41L4A-AS1
PPP1R12A	hsa-miR-30c-5p	EPB41L4A-AS1
PPP1R12A	hsa-miR-30e-5p	EPB41L4A-AS1
PPP1R12B	hsa-miR-106b-5p	EPB41L4A-AS1
PPP3CA	hsa-miR-106a-5p	EPB41L4A-AS1
PPP3CA	hsa-miR-20b-5p	EPB41L4A-AS1
PPP3CA	hsa-miR-93-5p	EPB41L4A-AS1
PRDM6	hsa-miR-106b-5p	EPB41L4A-AS1
PRDM6	hsa-miR-17-5p	EPB41L4A-AS1
PRDM6	hsa-miR-93-5p	EPB41L4A-AS1
PREX1	hsa-miR-106b-5p	EPB41L4A-AS1
PRKAR1A	hsa-miR-93-5p	EPB41L4A-AS1
PRNP	hsa-miR-106b-5p	EPB41L4A-AS1
PRNP	hsa-miR-17-5p	EPB41L4A-AS1
PRNP	hsa-miR-20a-5p	EPB41L4A-AS1
PRRG4	hsa-miR-106a-5p	EPB41L4A-AS1
PRRG4	hsa-miR-17-5p	EPB41L4A-AS1
PRRG4	hsa-miR-20a-5p	EPB41L4A-AS1
PRRG4	hsa-miR-93-5p	EPB41L4A-AS1
PSAT1	hsa-miR-30a-5p	EPB41L4A-AS1
PSMD7	hsa-miR-30d-5p	EPB41L4A-AS1
PSME3	hsa-miR-30b-5p	EPB41L4A-AS1
PSME3	hsa-miR-30c-5p	EPB41L4A-AS1
PSME3	hsa-miR-30d-5p	EPB41L4A-AS1
PSME3	hsa-miR-30e-5p	EPB41L4A-AS1
PSME3	hsa-miR-497-5p	EPB41L4A-AS1
PTBP1	hsa-miR-30a-5p	EPB41L4A-AS1
PTBP1	hsa-miR-30d-5p	EPB41L4A-AS1
PTEN	hsa-miR-106a-5p	EPB41L4A-AS1
PTEN	hsa-miR-17-5p	EPB41L4A-AS1
PTEN	hsa-miR-20b-5p	EPB41L4A-AS1
PTGER4	hsa-miR-106b-5p	EPB41L4A-AS1
PTGFRN	hsa-miR-30b-5p	EPB41L4A-AS1
PTGFRN	hsa-miR-30d-5p	EPB41L4A-AS1
PTMA	hsa-miR-30a-5p	EPB41L4A-AS1
PTPN13	hsa-miR-106b-5p	EPB41L4A-AS1
PTPN13	hsa-miR-17-5p	EPB41L4A-AS1
PTPN21	hsa-miR-106b-5p	EPB41L4A-AS1
PTPRD	hsa-miR-106b-5p	EPB41L4A-AS1
PTPRJ	hsa-miR-106b-5p	EPB41L4A-AS1
PURA	hsa-miR-93-5p	EPB41L4A-AS1
PWP1	hsa-miR-30d-5p	EPB41L4A-AS1
R3HDM1	hsa-miR-30a-5p	EPB41L4A-AS1
R3HDM1	hsa-miR-30b-5p	EPB41L4A-AS1
R3HDM1	hsa-miR-30c-5p	EPB41L4A-AS1
R3HDM1	hsa-miR-30d-5p	EPB41L4A-AS1
R3HDM1	hsa-miR-30e-5p	EPB41L4A-AS1
RAB10	hsa-miR-30b-5p	EPB41L4A-AS1
RAB10	hsa-miR-30c-5p	EPB41L4A-AS1
RAB10	hsa-miR-30d-5p	EPB41L4A-AS1
RAB10	hsa-miR-30e-5p	EPB41L4A-AS1
RAB10	hsa-miR-497-5p	EPB41L4A-AS1
RAB11FIP5	hsa-miR-106b-5p	EPB41L4A-AS1
RAB11FIP5	hsa-miR-17-5p	EPB41L4A-AS1
RAB11FIP5	hsa-miR-20a-5p	EPB41L4A-AS1
RAB1A	hsa-miR-30c-5p	EPB41L4A-AS1
RACGAP1	hsa-miR-195-5p	EPB41L4A-AS1
RACGAP1	hsa-miR-497-5p	EPB41L4A-AS1
RAD23B	hsa-miR-30c-5p	EPB41L4A-AS1
